dsim_gene_id	dsim_symbol	dsim_symbol_clean	dmel_gene_id	dmel_symbol	match_status
FBgn0195639	Dsim\GD24292	GD24292			unmatched
FBgn0195640	Dsim\GD24293	GD24293			unmatched
FBgn0195641	Dsim\GD24294	GD24294			unmatched
FBgn0195644	Dsim\GD24297	GD24297			unmatched
FBgn0195645	Dsim\GD24298	GD24298			unmatched
FBgn0195646	Dsim\GD24299	GD24299			unmatched
FBgn0195647	Dsim\GD24300	GD24300			unmatched
FBgn0195648	Dsim\GD24301	GD24301			unmatched
FBgn0195649	Dsim\GD24302	GD24302			unmatched
FBgn0195651	Dsim\GD24304	GD24304			unmatched
FBgn0195652	Dsim\GD24305	GD24305			unmatched
FBgn0195653	Dsim\GD24306	GD24306			unmatched
FBgn0195654	Dsim\GD24307	GD24307			unmatched
FBgn0195655	Dsim\GD24308	GD24308			unmatched
FBgn0195656	Dsim\GD24309	GD24309			unmatched
FBgn0195657	Dsim\GD24310	GD24310			unmatched
FBgn0195658	Dsim\GD24311	GD24311			unmatched
FBgn0195659	Dsim\GD24312	GD24312			unmatched
FBgn0195660	Dsim\GD24313	GD24313			unmatched
FBgn0195661	Dsim\GD24314	GD24314			unmatched
FBgn0195662	Dsim\GD24315	GD24315			unmatched
FBgn0195663	Dsim\GD24316	GD24316			unmatched
FBgn0195665	Dsim\GD24318	GD24318			unmatched
FBgn0195666	Dsim\GD24319	GD24319			unmatched
FBgn0195667	Dsim\GD24320	GD24320			unmatched
FBgn0195668	Dsim\GD24321	GD24321			unmatched
FBgn0195669	Dsim\GD24322	GD24322			unmatched
FBgn0195670	Dsim\GD24323	GD24323			unmatched
FBgn0195671	Dsim\GD24324	GD24324			unmatched
FBgn0195674	Dsim\GD24327	GD24327			unmatched
FBgn0195675	Dsim\GD24328	GD24328			unmatched
FBgn0195676	Dsim\GD24329	GD24329			unmatched
FBgn0195677	Dsim\GD24330	GD24330			unmatched
FBgn0195678	Dsim\GD24331	GD24331			unmatched
FBgn0195679	Dsim\GD24332	GD24332			unmatched
FBgn0195680	Dsim\GD24333	GD24333			unmatched
FBgn0195681	Dsim\GD24334	GD24334			unmatched
FBgn0195683	Dsim\GD24336	GD24336			unmatched
FBgn0195684	Dsim\GD24337	GD24337			unmatched
FBgn0195685	Dsim\GD24338	GD24338			unmatched
FBgn0195687	Dsim\GD24340	GD24340			unmatched
FBgn0195688	Dsim\GD24341	GD24341			unmatched
FBgn0195690	Dsim\GD24343	GD24343			unmatched
FBgn0195691	Dsim\GD24344	GD24344			unmatched
FBgn0195692	Dsim\GD24345	GD24345			unmatched
FBgn0195693	Dsim\GD24346	GD24346			unmatched
FBgn0195694	Dsim\GD24347	GD24347			unmatched
FBgn0195695	Dsim\GD24348	GD24348			unmatched
FBgn0195697	Dsim\GD24350	GD24350			unmatched
FBgn0195699	Dsim\GD24352	GD24352			unmatched
FBgn0195700	Dsim\GD24353	GD24353			unmatched
FBgn0195703	Dsim\GD24356	GD24356			unmatched
FBgn0195704	Dsim\GD24357	GD24357			unmatched
FBgn0195705	Dsim\GD24359	GD24359			unmatched
FBgn0195706	Dsim\GD24360	GD24360			unmatched
FBgn0195708	Dsim\GD24362	GD24362			unmatched
FBgn0195709	Dsim\GD24363	GD24363			unmatched
FBgn0195710	Dsim\GD24366	GD24366			unmatched
FBgn0195711	Dsim\GD24367	GD24367			unmatched
FBgn0195712	Dsim\GD24369	GD24369			unmatched
FBgn0195715	Dsim\GD24374	GD24374			unmatched
FBgn0195716	Dsim\GD24375	GD24375			unmatched
FBgn0195717	Dsim\GD24376	GD24376			unmatched
FBgn0195718	Dsim\GD24377	GD24377			unmatched
FBgn0195719	Dsim\GD24378	GD24378			unmatched
FBgn0195720	Dsim\GD24379	GD24379			unmatched
FBgn0195721	Dsim\GD24380	GD24380			unmatched
FBgn0195722	Dsim\GD24381	GD24381			unmatched
FBgn0195724	Dsim\GD24383	GD24383			unmatched
FBgn0195725	Dsim\GD24384	GD24384			unmatched
FBgn0195726	Dsim\GD24385	GD24385			unmatched
FBgn0195727	Dsim\GD24386	GD24386			unmatched
FBgn0195728	Dsim\GD24387	GD24387			unmatched
FBgn0195729	Dsim\GD24388	GD24388			unmatched
FBgn0195730	Dsim\GD24389	GD24389			unmatched
FBgn0195731	Dsim\GD24390	GD24390			unmatched
FBgn0195732	Dsim\GD24391	GD24391			unmatched
FBgn0195733	Dsim\GD24393	GD24393			unmatched
FBgn0195738	Dsim\GD24398	GD24398			unmatched
FBgn0195739	Dsim\GD24400	GD24400			unmatched
FBgn0195740	Dsim\GD24401	GD24401			unmatched
FBgn0195741	Dsim\GD24403	GD24403			unmatched
FBgn0195742	Dsim\GD24404	GD24404			unmatched
FBgn0195743	Dsim\GD24405	GD24405			unmatched
FBgn0195744	Dsim\GD24406	GD24406			unmatched
FBgn0195746	Dsim\GD24408	GD24408			unmatched
FBgn0195747	Dsim\GD24409	GD24409			unmatched
FBgn0195748	Dsim\GD24410	GD24410			unmatched
FBgn0195750	Dsim\GD24413	GD24413			unmatched
FBgn0195752	Dsim\GD24415	GD24415			unmatched
FBgn0195753	Dsim\GD24416	GD24416			unmatched
FBgn0195754	Dsim\GD24418	GD24418			unmatched
FBgn0195757	Dsim\GD24421	GD24421			unmatched
FBgn0195758	Dsim\GD24422	GD24422			unmatched
FBgn0195759	Dsim\GD24423	GD24423			unmatched
FBgn0195760	Dsim\GD24424	GD24424			unmatched
FBgn0195761	Dsim\GD24425	GD24425			unmatched
FBgn0195762	Dsim\GD24426	GD24426			unmatched
FBgn0195763	Dsim\GD24427	GD24427			unmatched
FBgn0195764	Dsim\GD24428	GD24428			unmatched
FBgn0195767	Dsim\GD24431	GD24431			unmatched
FBgn0195768	Dsim\GD24432	GD24432			unmatched
FBgn0195770	Dsim\GD24434	GD24434			unmatched
FBgn0195772	Dsim\GD24436	GD24436			unmatched
FBgn0195773	Dsim\GD24437	GD24437			unmatched
FBgn0195774	Dsim\GD24438	GD24438			unmatched
FBgn0195778	Dsim\GD24442	GD24442			unmatched
FBgn0195779	Dsim\GD24443	GD24443			unmatched
FBgn0195780	Dsim\GD24444	GD24444			unmatched
FBgn0195783	Dsim\GD24447	GD24447			unmatched
FBgn0195785	Dsim\GD24449	GD24449			unmatched
FBgn0195786	Dsim\GD24450	GD24450			unmatched
FBgn0195787	Dsim\GD24451	GD24451			unmatched
FBgn0195788	Dsim\GD24452	GD24452			unmatched
FBgn0195789	Dsim\GD24454	GD24454			unmatched
FBgn0195790	Dsim\GD24455	GD24455			unmatched
FBgn0195791	Dsim\GD24456	GD24456			unmatched
FBgn0195792	Dsim\GD24457	GD24457			unmatched
FBgn0195793	Dsim\GD24458	GD24458			unmatched
FBgn0195794	Dsim\GD24459	GD24459			unmatched
FBgn0195796	Dsim\GD24461	GD24461			unmatched
FBgn0195797	Dsim\GD24462	GD24462			unmatched
FBgn0195800	Dsim\GD24465	GD24465			unmatched
FBgn0195801	Dsim\GD24466	GD24466			unmatched
FBgn0195802	Dsim\GD24467	GD24467			unmatched
FBgn0195803	Dsim\GD24468	GD24468			unmatched
FBgn0195804	Dsim\GD24469	GD24469			unmatched
FBgn0195805	Dsim\GD24470	GD24470			unmatched
FBgn0195806	Dsim\GD24471	GD24471			unmatched
FBgn0195807	Dsim\GD24472	GD24472			unmatched
FBgn0195808	Dsim\GD24473	GD24473			unmatched
FBgn0195809	Dsim\GD24474	GD24474			unmatched
FBgn0195810	Dsim\GD24475	GD24475			unmatched
FBgn0195811	Dsim\GD24476	GD24476			unmatched
FBgn0195813	Dsim\GD24478	GD24478			unmatched
FBgn0195817	Dsim\GD24482	GD24482			unmatched
FBgn0195818	Dsim\GD24483	GD24483			unmatched
FBgn0195819	Dsim\GD24484	GD24484			unmatched
FBgn0195821	Dsim\GD24486	GD24486			unmatched
FBgn0195822	Dsim\GD24487	GD24487			unmatched
FBgn0195824	Dsim\GD24489	GD24489			unmatched
FBgn0195827	Dsim\GD24492	GD24492			unmatched
FBgn0195828	Dsim\GD24493	GD24493			unmatched
FBgn0195829	Dsim\GD24494	GD24494			unmatched
FBgn0195830	Dsim\GD24495	GD24495			unmatched
FBgn0195831	Dsim\GD24496	GD24496			unmatched
FBgn0195833	Dsim\GD24498	GD24498			unmatched
FBgn0195834	Dsim\GD24499	GD24499			unmatched
FBgn0195835	Dsim\GD24500	GD24500			unmatched
FBgn0195836	Dsim\GD24501	GD24501			unmatched
FBgn0195837	Dsim\GD24502	GD24502			unmatched
FBgn0195838	Dsim\GD24503	GD24503			unmatched
FBgn0195839	Dsim\GD24504	GD24504			unmatched
FBgn0195844	Dsim\GD24509	GD24509			unmatched
FBgn0195845	Dsim\GD24510	GD24510			unmatched
FBgn0195847	Dsim\GD24512	GD24512			unmatched
FBgn0195850	Dsim\GD24515	GD24515			unmatched
FBgn0195851	Dsim\GD24516	GD24516			unmatched
FBgn0195853	Dsim\GD24519	GD24519			unmatched
FBgn0195855	Dsim\GD24521	GD24521			unmatched
FBgn0195856	Dsim\GD24522	GD24522			unmatched
FBgn0195857	Dsim\GD24523	GD24523			unmatched
FBgn0195858	Dsim\GD24524	GD24524			unmatched
FBgn0195859	Dsim\GD24525	GD24525			unmatched
FBgn0195860	Dsim\GD24526	GD24526			unmatched
FBgn0195861	Dsim\GD24527	GD24527			unmatched
FBgn0195862	Dsim\GD24528	GD24528			unmatched
FBgn0195863	Dsim\GD24529	GD24529			unmatched
FBgn0195865	Dsim\GD24531	GD24531			unmatched
FBgn0195866	Dsim\GD24532	GD24532			unmatched
FBgn0195867	Dsim\GD24533	GD24533			unmatched
FBgn0195869	Dsim\GD24535	GD24535			unmatched
FBgn0195870	Dsim\GD24536	GD24536			unmatched
FBgn0195871	Dsim\GD24537	GD24537			unmatched
FBgn0195872	Dsim\GD24538	GD24538			unmatched
FBgn0195873	Dsim\GD24539	GD24539			unmatched
FBgn0195875	Dsim\GD24541	GD24541			unmatched
FBgn0195876	Dsim\GD24542	GD24542			unmatched
FBgn0195877	Dsim\GD24543	GD24543			unmatched
FBgn0195879	Dsim\GD24545	GD24545			unmatched
FBgn0195881	Dsim\GD24547	GD24547			unmatched
FBgn0195883	Dsim\GD24549	GD24549			unmatched
FBgn0195884	Dsim\GD24550	GD24550			unmatched
FBgn0195885	Dsim\GD24551	GD24551			unmatched
FBgn0195886	Dsim\GD24552	GD24552			unmatched
FBgn0195887	Dsim\GD24553	GD24553			unmatched
FBgn0195888	Dsim\GD24554	GD24554			unmatched
FBgn0195889	Dsim\GD24555	GD24555			unmatched
FBgn0195890	Dsim\GD24556	GD24556			unmatched
FBgn0195891	Dsim\GD24557	GD24557			unmatched
FBgn0195893	Dsim\GD24559	GD24559			unmatched
FBgn0195894	Dsim\GD24560	GD24560			unmatched
FBgn0195895	Dsim\GD24561	GD24561			unmatched
FBgn0195896	Dsim\GD24562	GD24562			unmatched
FBgn0195897	Dsim\GD24563	GD24563			unmatched
FBgn0195898	Dsim\GD24564	GD24564			unmatched
FBgn0195899	Dsim\GD24565	GD24565			unmatched
FBgn0195900	Dsim\GD24566	GD24566			unmatched
FBgn0195902	Dsim\GD24572	GD24572			unmatched
FBgn0195903	Dsim\GD24573	GD24573			unmatched
FBgn0195904	Dsim\GD24574	GD24574			unmatched
FBgn0195905	Dsim\GD24575	GD24575			unmatched
FBgn0195906	Dsim\GD24576	GD24576			unmatched
FBgn0195909	Dsim\GD24579	GD24579			unmatched
FBgn0195910	Dsim\GD24580	GD24580			unmatched
FBgn0195912	Dsim\GD24582	GD24582			unmatched
FBgn0195913	Dsim\GD24584	GD24584			unmatched
FBgn0195914	Dsim\GD24585	GD24585			unmatched
FBgn0195916	Dsim\GD24587	GD24587			unmatched
FBgn0195918	Dsim\GD24589	GD24589			unmatched
FBgn0195919	Dsim\GD24590	GD24590			unmatched
FBgn0195922	Dsim\GD24593	GD24593			unmatched
FBgn0195923	Dsim\GD24594	GD24594			unmatched
FBgn0195924	Dsim\GD24595	GD24595			unmatched
FBgn0195925	Dsim\GD24596	GD24596			unmatched
FBgn0195926	Dsim\GD24597	GD24597			unmatched
FBgn0195928	Dsim\GD24599	GD24599			unmatched
FBgn0195930	Dsim\GD24601	GD24601			unmatched
FBgn0195933	Dsim\GD24604	GD24604			unmatched
FBgn0195934	Dsim\GD24606	GD24606			unmatched
FBgn0195935	Dsim\GD24607	GD24607			unmatched
FBgn0195936	Dsim\GD24608	GD24608			unmatched
FBgn0195937	Dsim\GD24609	GD24609			unmatched
FBgn0195939	Dsim\GD24611	GD24611			unmatched
FBgn0195940	Dsim\GD24612	GD24612			unmatched
FBgn0195941	Dsim\GD24613	GD24613			unmatched
FBgn0195942	Dsim\GD24614	GD24614			unmatched
FBgn0195943	Dsim\GD24615	GD24615			unmatched
FBgn0195944	Dsim\GD24616	GD24616			unmatched
FBgn0195945	Dsim\GD24617	GD24617			unmatched
FBgn0195946	Dsim\GD24618	GD24618			unmatched
FBgn0195947	Dsim\GD24619	GD24619			unmatched
FBgn0195948	Dsim\GD24620	GD24620			unmatched
FBgn0195950	Dsim\GD24622	GD24622			unmatched
FBgn0195953	Dsim\GD24625	GD24625			unmatched
FBgn0195954	Dsim\GD24626	GD24626			unmatched
FBgn0195955	Dsim\GD24627	GD24627			unmatched
FBgn0195960	Dsim\GD24632	GD24632			unmatched
FBgn0195961	Dsim\GD24633	GD24633			unmatched
FBgn0195962	Dsim\GD24634	GD24634			unmatched
FBgn0195963	Dsim\GD24635	GD24635			unmatched
FBgn0195964	Dsim\GD24636	GD24636			unmatched
FBgn0195966	Dsim\GD24638	GD24638			unmatched
FBgn0195967	Dsim\GD24639	GD24639			unmatched
FBgn0195969	Dsim\GD24641	GD24641			unmatched
FBgn0195970	Dsim\GD24642	GD24642			unmatched
FBgn0195971	Dsim\GD24643	GD24643			unmatched
FBgn0195972	Dsim\GD24644	GD24644			unmatched
FBgn0195973	Dsim\GD24645	GD24645			unmatched
FBgn0195974	Dsim\GD24646	GD24646			unmatched
FBgn0195975	Dsim\GD24647	GD24647			unmatched
FBgn0195976	Dsim\GD24648	GD24648			unmatched
FBgn0195978	Dsim\GD24651	GD24651			unmatched
FBgn0195979	Dsim\GD24652	GD24652			unmatched
FBgn0195981	Dsim\GD24654	GD24654			unmatched
FBgn0195982	Dsim\GD24655	GD24655			unmatched
FBgn0195983	Dsim\GD24656	GD24656			unmatched
FBgn0195985	Dsim\GD24658	GD24658			unmatched
FBgn0195986	Dsim\GD24659	GD24659			unmatched
FBgn0195987	Dsim\GD24660	GD24660			unmatched
FBgn0195989	Dsim\GD24662	GD24662			unmatched
FBgn0195990	Dsim\GD24663	GD24663			unmatched
FBgn0195991	Dsim\GD24664	GD24664			unmatched
FBgn0195992	Dsim\GD24665	GD24665			unmatched
FBgn0195993	Dsim\GD24666	GD24666			unmatched
FBgn0195995	Dsim\GD24668	GD24668			unmatched
FBgn0195997	Dsim\GD24670	GD24670			unmatched
FBgn0195998	Dsim\GD24671	GD24671			unmatched
FBgn0195999	Dsim\GD24672	GD24672			unmatched
FBgn0196000	Dsim\GD24673	GD24673			unmatched
FBgn0196001	Dsim\GD24674	GD24674			unmatched
FBgn0196002	Dsim\GD24675	GD24675			unmatched
FBgn0196003	Dsim\GD24676	GD24676			unmatched
FBgn0196004	Dsim\GD24677	GD24677			unmatched
FBgn0196005	Dsim\GD24678	GD24678			unmatched
FBgn0196006	Dsim\GD24679	GD24679			unmatched
FBgn0196007	Dsim\GD24680	GD24680			unmatched
FBgn0196008	Dsim\GD24681	GD24681			unmatched
FBgn0196009	Dsim\GD24682	GD24682			unmatched
FBgn0196010	Dsim\GD24683	GD24683			unmatched
FBgn0196012	Dsim\GD24685	GD24685			unmatched
FBgn0196013	Dsim\GD24686	GD24686			unmatched
FBgn0196014	Dsim\GD24687	GD24687			unmatched
FBgn0196015	Dsim\GD24688	GD24688			unmatched
FBgn0196016	Dsim\GD24689	GD24689			unmatched
FBgn0196019	Dsim\GD24693	GD24693			unmatched
FBgn0196021	Dsim\GD24695	GD24695			unmatched
FBgn0196022	Dsim\GD24696	GD24696			unmatched
FBgn0196023	Dsim\GD24697	GD24697			unmatched
FBgn0196024	Dsim\GD24698	GD24698			unmatched
FBgn0196025	Dsim\GD24701	GD24701			unmatched
FBgn0196028	Dsim\GD24704	GD24704			unmatched
FBgn0196029	Dsim\GD24706	GD24706			unmatched
FBgn0196030	Dsim\GD24707	GD24707			unmatched
FBgn0196031	Dsim\GD24708	GD24708			unmatched
FBgn0196032	Dsim\GD24709	GD24709			unmatched
FBgn0196033	Dsim\GD24710	GD24710			unmatched
FBgn0196034	Dsim\GD24711	GD24711			unmatched
FBgn0196035	Dsim\GD24712	GD24712			unmatched
FBgn0196036	Dsim\GD24713	GD24713			unmatched
FBgn0196037	Dsim\GD24714	GD24714			unmatched
FBgn0196039	Dsim\GD24716	GD24716			unmatched
FBgn0196040	Dsim\GD24717	GD24717			unmatched
FBgn0196041	Dsim\GD24718	GD24718			unmatched
FBgn0196044	Dsim\GD24722	GD24722			unmatched
FBgn0196045	Dsim\GD24723	GD24723			unmatched
FBgn0196049	Dsim\GD24727	GD24727			unmatched
FBgn0196050	Dsim\GD24729	GD24729			unmatched
FBgn0196051	Dsim\GD24730	GD24730			unmatched
FBgn0196052	Dsim\GD24731	GD24731			unmatched
FBgn0196054	Dsim\GD24733	GD24733			unmatched
FBgn0196055	Dsim\GD24734	GD24734			unmatched
FBgn0196056	Dsim\GD24735	GD24735			unmatched
FBgn0196058	Dsim\GD24737	GD24737			unmatched
FBgn0196060	Dsim\GD24739	GD24739			unmatched
FBgn0196061	Dsim\GD24740	GD24740			unmatched
FBgn0196062	Dsim\GD24741	GD24741			unmatched
FBgn0196064	Dsim\GD24743	GD24743			unmatched
FBgn0196065	Dsim\GD24744	GD24744			unmatched
FBgn0196066	Dsim\GD24745	GD24745			unmatched
FBgn0196069	Dsim\GD24748	GD24748			unmatched
FBgn0196070	Dsim\GD24749	GD24749			unmatched
FBgn0196072	Dsim\GD24751	GD24751			unmatched
FBgn0196073	Dsim\GD24752	GD24752			unmatched
FBgn0196076	Dsim\GD24755	GD24755			unmatched
FBgn0196077	Dsim\GD24756	GD24756			unmatched
FBgn0196078	Dsim\GD24757	GD24757			unmatched
FBgn0196080	Dsim\GD24759	GD24759			unmatched
FBgn0196081	Dsim\GD24760	GD24760			unmatched
FBgn0196082	Dsim\GD24761	GD24761			unmatched
FBgn0196083	Dsim\GD24762	GD24762			unmatched
FBgn0196084	Dsim\GD24763	GD24763			unmatched
FBgn0196085	Dsim\GD24764	GD24764			unmatched
FBgn0196088	Dsim\GD24767	GD24767			unmatched
FBgn0196089	Dsim\GD24768	GD24768			unmatched
FBgn0196091	Dsim\GD24770	GD24770			unmatched
FBgn0196092	Dsim\GD24771	GD24771			unmatched
FBgn0196093	Dsim\GD24772	GD24772			unmatched
FBgn0196094	Dsim\GD24773	GD24773			unmatched
FBgn0196095	Dsim\GD24774	GD24774			unmatched
FBgn0196096	Dsim\GD24775	GD24775			unmatched
FBgn0196097	Dsim\GD24776	GD24776			unmatched
FBgn0196098	Dsim\GD24777	GD24777			unmatched
FBgn0196100	Dsim\GD24779	GD24779			unmatched
FBgn0196101	Dsim\GD24780	GD24780			unmatched
FBgn0196102	Dsim\GD24781	GD24781			unmatched
FBgn0196103	Dsim\GD24782	GD24782			unmatched
FBgn0196104	Dsim\GD24783	GD24783			unmatched
FBgn0196105	Dsim\GD24784	GD24784			unmatched
FBgn0196106	Dsim\GD24785	GD24785			unmatched
FBgn0196107	Dsim\GD24786	GD24786			unmatched
FBgn0196109	Dsim\GD24788	GD24788			unmatched
FBgn0196110	Dsim\GD24789	GD24789			unmatched
FBgn0196112	Dsim\GD24791	GD24791			unmatched
FBgn0196115	Dsim\GD24794	GD24794			unmatched
FBgn0196116	Dsim\GD24795	GD24795			unmatched
FBgn0196117	Dsim\GD24796	GD24796			unmatched
FBgn0196118	Dsim\GD24797	GD24797			unmatched
FBgn0196120	Dsim\GD24799	GD24799			unmatched
FBgn0196121	Dsim\GD24800	GD24800			unmatched
FBgn0196122	Dsim\GD24801	GD24801			unmatched
FBgn0196124	Dsim\GD24804	GD24804			unmatched
FBgn0196128	Dsim\GD24808	GD24808			unmatched
FBgn0196129	Dsim\GD24809	GD24809			unmatched
FBgn0196131	Dsim\GD24811	GD24811			unmatched
FBgn0196132	Dsim\GD24812	GD24812			unmatched
FBgn0196133	Dsim\GD24813	GD24813			unmatched
FBgn0196134	Dsim\GD24814	GD24814			unmatched
FBgn0196135	Dsim\GD24815	GD24815			unmatched
FBgn0196136	Dsim\GD24816	GD24816			unmatched
FBgn0196137	Dsim\GD24817	GD24817			unmatched
FBgn0196138	Dsim\GD24818	GD24818			unmatched
FBgn0196139	Dsim\GD24819	GD24819			unmatched
FBgn0196140	Dsim\GD24820	GD24820			unmatched
FBgn0196141	Dsim\GD24821	GD24821			unmatched
FBgn0196142	Dsim\GD24822	GD24822			unmatched
FBgn0196143	Dsim\GD24823	GD24823			unmatched
FBgn0196144	Dsim\GD24824	GD24824			unmatched
FBgn0196145	Dsim\GD24825	GD24825			unmatched
FBgn0196146	Dsim\GD24826	GD24826			unmatched
FBgn0196147	Dsim\GD24827	GD24827			unmatched
FBgn0196149	Dsim\GD24830	GD24830			unmatched
FBgn0196152	Dsim\GD24833	GD24833			unmatched
FBgn0196155	Dsim\GD24836	GD24836			unmatched
FBgn0196156	Dsim\GD24837	GD24837			unmatched
FBgn0196159	Dsim\GD24840	GD24840			unmatched
FBgn0196160	Dsim\GD24843	GD24843			unmatched
FBgn0196161	Dsim\GD24844	GD24844			unmatched
FBgn0196163	Dsim\GD24846	GD24846			unmatched
FBgn0196167	Dsim\GD24850	GD24850			unmatched
FBgn0196169	Dsim\GD24852	GD24852			unmatched
FBgn0196171	Dsim\GD24854	GD24854			unmatched
FBgn0196172	Dsim\GD24855	GD24855			unmatched
FBgn0196173	Dsim\GD24856	GD24856			unmatched
FBgn0196174	Dsim\GD24857	GD24857			unmatched
FBgn0196175	Dsim\GD24858	GD24858			unmatched
FBgn0196178	Dsim\GD24861	GD24861			unmatched
FBgn0196179	Dsim\GD24862	GD24862			unmatched
FBgn0196180	Dsim\GD24863	GD24863			unmatched
FBgn0196183	Dsim\GD24866	GD24866			unmatched
FBgn0196186	Dsim\GD24869	GD24869			unmatched
FBgn0196188	Dsim\GD24871	GD24871			unmatched
FBgn0196189	Dsim\GD24872	GD24872			unmatched
FBgn0196192	Dsim\GD24875	GD24875			unmatched
FBgn0196193	Dsim\GD24876	GD24876			unmatched
FBgn0196194	Dsim\GD24878	GD24878			unmatched
FBgn0196195	Dsim\GD24879	GD24879			unmatched
FBgn0196196	Dsim\GD24880	GD24880			unmatched
FBgn0196197	Dsim\GD24881	GD24881			unmatched
FBgn0196198	Dsim\Obp19a	Obp19a	FBgn0031109	Obp19a	matched
FBgn0196199	Dsim\GD24883	GD24883			unmatched
FBgn0196201	Dsim\GD24885	GD24885			unmatched
FBgn0196203	Dsim\GD24887	GD24887			unmatched
FBgn0196204	Dsim\GD24888	GD24888			unmatched
FBgn0196207	Dsim\GD24891	GD24891			unmatched
FBgn0196208	Dsim\GD24892	GD24892			unmatched
FBgn0196210	Dsim\GD24894	GD24894			unmatched
FBgn0196211	Dsim\GD24895	GD24895			unmatched
FBgn0196212	Dsim\GD24896	GD24896			unmatched
FBgn0196213	Dsim\GD24897	GD24897			unmatched
FBgn0196214	Dsim\GD24898	GD24898			unmatched
FBgn0196215	Dsim\GD24899	GD24899			unmatched
FBgn0196216	Dsim\GD24900	GD24900			unmatched
FBgn0196217	Dsim\GD24901	GD24901			unmatched
FBgn0196218	Dsim\GD24902	GD24902			unmatched
FBgn0196219	Dsim\GD24903	GD24903			unmatched
FBgn0196220	Dsim\GD24904	GD24904			unmatched
FBgn0196221	Dsim\GD24905	GD24905			unmatched
FBgn0196222	Dsim\GD24906	GD24906			unmatched
FBgn0196223	Dsim\GD24907	GD24907			unmatched
FBgn0196224	Dsim\GD24908	GD24908			unmatched
FBgn0196225	Dsim\GD24909	GD24909			unmatched
FBgn0196226	Dsim\GD24910	GD24910			unmatched
FBgn0196227	Dsim\GD24911	GD24911			unmatched
FBgn0196228	Dsim\GD24912	GD24912			unmatched
FBgn0196230	Dsim\GD24914	GD24914			unmatched
FBgn0196231	Dsim\GD24915	GD24915			unmatched
FBgn0196232	Dsim\GD24916	GD24916			unmatched
FBgn0196233	Dsim\GD24918	GD24918			unmatched
FBgn0196235	Dsim\GD24920	GD24920			unmatched
FBgn0196236	Dsim\GD24921	GD24921			unmatched
FBgn0196237	Dsim\GD24922	GD24922			unmatched
FBgn0196238	Dsim\GD24923	GD24923			unmatched
FBgn0196239	Dsim\GD24924	GD24924			unmatched
FBgn0196240	Dsim\GD24926	GD24926			unmatched
FBgn0196241	Dsim\GD24927	GD24927			unmatched
FBgn0196242	Dsim\GD24928	GD24928			unmatched
FBgn0196243	Dsim\GD24929	GD24929			unmatched
FBgn0196244	Dsim\GD24930	GD24930			unmatched
FBgn0196245	Dsim\GD24931	GD24931			unmatched
FBgn0196246	Dsim\GD24932	GD24932			unmatched
FBgn0196247	Dsim\GD24933	GD24933			unmatched
FBgn0196249	Dsim\GD24935	GD24935			unmatched
FBgn0196250	Dsim\GD24936	GD24936			unmatched
FBgn0196251	Dsim\GD24937	GD24937			unmatched
FBgn0196253	Dsim\GD24939	GD24939			unmatched
FBgn0196254	Dsim\GD24940	GD24940			unmatched
FBgn0196255	Dsim\GD24941	GD24941			unmatched
FBgn0196256	Dsim\GD24942	GD24942			unmatched
FBgn0196257	Dsim\GD24943	GD24943			unmatched
FBgn0196258	Dsim\GD24944	GD24944			unmatched
FBgn0196259	Dsim\GD24945	GD24945			unmatched
FBgn0196260	Dsim\GD24947	GD24947			unmatched
FBgn0196261	Dsim\GD24948	GD24948			unmatched
FBgn0196262	Dsim\GD24949	GD24949			unmatched
FBgn0196264	Dsim\GD24951	GD24951			unmatched
FBgn0196266	Dsim\GD24953	GD24953			unmatched
FBgn0196267	Dsim\GD24954	GD24954			unmatched
FBgn0196268	Dsim\GD24955	GD24955			unmatched
FBgn0196269	Dsim\GD24956	GD24956			unmatched
FBgn0196272	Dsim\GD24959	GD24959			unmatched
FBgn0196274	Dsim\GD24961	GD24961			unmatched
FBgn0196275	Dsim\GD24962	GD24962			unmatched
FBgn0196278	Dsim\GD24965	GD24965			unmatched
FBgn0196280	Dsim\GD24967	GD24967			unmatched
FBgn0196281	Dsim\GD24968	GD24968			unmatched
FBgn0196282	Dsim\GD24969	GD24969			unmatched
FBgn0196283	Dsim\GD24970	GD24970			unmatched
FBgn0196285	Dsim\GD24972	GD24972			unmatched
FBgn0196286	Dsim\GD24973	GD24973			unmatched
FBgn0196287	Dsim\GD24974	GD24974			unmatched
FBgn0196288	Dsim\GD24975	GD24975			unmatched
FBgn0196289	Dsim\GD24976	GD24976			unmatched
FBgn0196290	Dsim\GD24977	GD24977			unmatched
FBgn0196291	Dsim\GD24978	GD24978			unmatched
FBgn0196292	Dsim\GD24979	GD24979			unmatched
FBgn0196293	Dsim\GD24980	GD24980			unmatched
FBgn0196294	Dsim\GD24981	GD24981			unmatched
FBgn0196295	Dsim\GD24982	GD24982			unmatched
FBgn0196298	Dsim\GD24985	GD24985			unmatched
FBgn0196299	Dsim\GD24986	GD24986			unmatched
FBgn0196300	Dsim\GD24987	GD24987			unmatched
FBgn0196301	Dsim\GD24988	GD24988			unmatched
FBgn0196302	Dsim\GD24989	GD24989			unmatched
FBgn0196303	Dsim\GD24990	GD24990			unmatched
FBgn0196304	Dsim\GD24991	GD24991			unmatched
FBgn0196305	Dsim\GD24992	GD24992			unmatched
